,file,uniqueID,blur,entropy
0,data/input/things/baklava.jpg,baklava,6.0,6.01612
0,data/input/things/baklava.jpg,baklava,7.0,6.271077
0,data/input/things/baklava.jpg,baklava,8.0,6.4253645
0,data/input/things/banana_peel.jpg,banana_peel,1.0,3.5493746
0,data/input/things/banana_peel.jpg,banana_peel,2.0,3.3839297
0,data/input/things/banana_peel.jpg,banana_peel,3.0,2.9511423
0,data/input/things/banana_peel.jpg,banana_peel,4.0,3.8968835
0,data/input/things/banana_peel.jpg,banana_peel,5.0,5.0635014
0,data/input/things/banana_peel.jpg,banana_peel,6.0,6.0870266
0,data/input/things/banana_peel.jpg,banana_peel,7.0,6.3606462
0,data/input/things/banana_peel.jpg,banana_peel,8.0,6.457842
0,data/input/things/bank.jpg,bank,1.0,3.9719443
0,data/input/things/bank.jpg,bank,2.0,3.8565164
0,data/input/things/bank.jpg,bank,3.0,3.8689768
0,data/input/things/bank.jpg,bank,4.0,4.4970055
0,data/input/things/bank.jpg,bank,5.0,5.5888896
0,data/input/things/bank.jpg,bank,6.0,6.294306
0,data/input/things/bank.jpg,bank,7.0,6.6197796
0,data/input/things/bank.jpg,bank,8.0,6.6114407
0,data/input/things/basil.jpg,basil,1.0,6.0249567
0,data/input/things/basil.jpg,basil,2.0,6.2691164
0,data/input/things/basil.jpg,basil,3.0,6.3241177
0,data/input/things/basil.jpg,basil,4.0,6.509466
0,data/input/things/basil.jpg,basil,5.0,6.556513
0,data/input/things/basil.jpg,basil,6.0,6.5456467
0,data/input/things/basil.jpg,basil,7.0,6.550262
0,data/input/things/basil.jpg,basil,8.0,6.638627
0,data/input/things/bathrobe.jpg,bathrobe,1.0,3.72223
0,data/input/things/bathrobe.jpg,bathrobe,2.0,4.257251
0,data/input/things/bathrobe.jpg,bathrobe,3.0,4.0032244
0,data/input/things/bathrobe.jpg,bathrobe,4.0,4.545132
0,data/input/things/bathrobe.jpg,bathrobe,5.0,6.4817553
0,data/input/things/bathrobe.jpg,bathrobe,6.0,6.555128
0,data/input/things/bathrobe.jpg,bathrobe,7.0,6.6914124
0,data/input/things/bathrobe.jpg,bathrobe,8.0,6.812356
0,data/input/things/baton4.jpg,baton4,1.0,4.485738
0,data/input/things/baton4.jpg,baton4,2.0,5.0655603
0,data/input/things/baton4.jpg,baton4,3.0,5.5031095
0,data/input/things/baton4.jpg,baton4,4.0,6.105507
0,data/input/things/baton4.jpg,baton4,5.0,6.470347
0,data/input/things/baton4.jpg,baton4,6.0,6.7089415
0,data/input/things/baton4.jpg,baton4,7.0,6.7145348
0,data/input/things/baton4.jpg,baton4,8.0,6.682294
0,data/input/things/battery.jpg,battery,1.0,4.5968895
0,data/input/things/battery.jpg,battery,2.0,4.8339996
0,data/input/things/battery.jpg,battery,3.0,5.3799806
0,data/input/things/battery.jpg,battery,4.0,5.432104
0,data/input/things/battery.jpg,battery,5.0,5.259625
0,data/input/things/battery.jpg,battery,6.0,5.7919636
0,data/input/things/battery.jpg,battery,7.0,5.9915648
0,data/input/things/battery.jpg,battery,8.0,6.1946974
0,data/input/things/bedpan.jpg,bedpan,1.0,4.182454
0,data/input/things/bedpan.jpg,bedpan,2.0,4.4057064
0,data/input/things/bedpan.jpg,bedpan,3.0,4.63837
0,data/input/things/bedpan.jpg,bedpan,4.0,4.721369
0,data/input/things/bedpan.jpg,bedpan,5.0,5.1904964
0,data/input/things/bedpan.jpg,bedpan,6.0,5.7132173
0,data/input/things/bedpan.jpg,bedpan,7.0,5.9309855
0,data/input/things/bedpan.jpg,bedpan,8.0,6.1428165
0,data/input/things/belt.jpg,belt,1.0,3.9148026
0,data/input/things/belt.jpg,belt,2.0,4.28682
0,data/input/things/belt.jpg,belt,3.0,4.9574656
0,data/input/things/belt.jpg,belt,4.0,5.7999983
0,data/input/things/belt.jpg,belt,5.0,6.164664
0,data/input/things/belt.jpg,belt,6.0,6.355992
0,data/input/things/belt.jpg,belt,7.0,6.546255
0,data/input/things/belt.jpg,belt,8.0,6.6191177
0,data/input/things/belt_buckle.jpg,belt_buckle,1.0,4.5554137
0,data/input/things/belt_buckle.jpg,belt_buckle,2.0,5.675125
0,data/input/things/belt_buckle.jpg,belt_buckle,3.0,5.914192
0,data/input/things/belt_buckle.jpg,belt_buckle,4.0,6.3680906
0,data/input/things/belt_buckle.jpg,belt_buckle,5.0,6.584972
0,data/input/things/belt_buckle.jpg,belt_buckle,6.0,6.628689
0,data/input/things/belt_buckle.jpg,belt_buckle,7.0,6.600605
0,data/input/things/belt_buckle.jpg,belt_buckle,8.0,6.682106
0,data/input/things/binoculars.jpg,binoculars,1.0,4.473026
0,data/input/things/binoculars.jpg,binoculars,2.0,4.6067777
0,data/input/things/binoculars.jpg,binoculars,3.0,4.708136
0,data/input/things/binoculars.jpg,binoculars,4.0,5.030828
0,data/input/things/binoculars.jpg,binoculars,5.0,5.641
0,data/input/things/binoculars.jpg,binoculars,6.0,6.305233
0,data/input/things/binoculars.jpg,binoculars,7.0,6.4655557
0,data/input/things/binoculars.jpg,binoculars,8.0,6.724016
0,data/input/things/birdbath.jpg,birdbath,1.0,2.349815
0,data/input/things/birdbath.jpg,birdbath,2.0,3.6473484
0,data/input/things/birdbath.jpg,birdbath,3.0,5.2111664
0,data/input/things/birdbath.jpg,birdbath,4.0,5.616194
0,data/input/things/birdbath.jpg,birdbath,5.0,6.6764154
0,data/input/things/birdbath.jpg,birdbath,6.0,6.7113714
0,data/input/things/birdbath.jpg,birdbath,7.0,6.537709
0,data/input/things/birdbath.jpg,birdbath,8.0,6.7691507
0,data/input/things/blinder.jpg,blinder,1.0,4.196788
0,data/input/things/blinder.jpg,blinder,2.0,5.4746923
0,data/input/things/blinder.jpg,blinder,3.0,6.1181045
0,data/input/things/blinder.jpg,blinder,4.0,6.377964
0,data/input/things/blinder.jpg,blinder,5.0,6.6417027
0,data/input/things/blinder.jpg,blinder,6.0,6.7801895
0,data/input/things/blinder.jpg,blinder,7.0,6.854415
0,data/input/things/blinder.jpg,blinder,8.0,6.87508
0,data/input/things/blower.jpg,blower,1.0,5.512705
0,data/input/things/blower.jpg,blower,2.0,5.766032
0,data/input/things/blower.jpg,blower,3.0,5.8635664
0,data/input/things/blower.jpg,blower,4.0,6.023941
0,data/input/things/blower.jpg,blower,5.0,6.170206
0,data/input/things/blower.jpg,blower,6.0,6.3218045
0,data/input/things/blower.jpg,blower,7.0,6.493064
0,data/input/things/blower.jpg,blower,8.0,6.607891
0,data/input/things/board.jpg,board,1.0,5.094702
0,data/input/things/board.jpg,board,2.0,5.9616203
0,data/input/things/board.jpg,board,3.0,6.2235885
0,data/input/things/board.jpg,board,4.0,6.318147
0,data/input/things/board.jpg,board,5.0,6.3009014
0,data/input/things/board.jpg,board,6.0,6.156028
0,data/input/things/board.jpg,board,7.0,6.0138187
0,data/input/things/board.jpg,board,8.0,5.9733033
0,data/input/things/bonnet.jpg,bonnet,1.0,3.3909926
0,data/input/things/bonnet.jpg,bonnet,2.0,4.4314594
0,data/input/things/bonnet.jpg,bonnet,3.0,4.839367
0,data/input/things/bonnet.jpg,bonnet,4.0,5.1126995
0,data/input/things/bonnet.jpg,bonnet,5.0,5.784775
0,data/input/things/bonnet.jpg,bonnet,6.0,6.5335937
0,data/input/things/bonnet.jpg,bonnet,7.0,6.675593
0,data/input/things/bonnet.jpg,bonnet,8.0,6.8106003
0,data/input/things/bookshelf.jpg,bookshelf,1.0,2.8265429
0,data/input/things/bookshelf.jpg,bookshelf,2.0,3.0455317
0,data/input/things/bookshelf.jpg,bookshelf,3.0,3.989318
0,data/input/things/bookshelf.jpg,bookshelf,4.0,4.55305
0,data/input/things/bookshelf.jpg,bookshelf,5.0,5.1593
0,data/input/things/bookshelf.jpg,bookshelf,6.0,5.985815
0,data/input/things/bookshelf.jpg,bookshelf,7.0,5.9948683
0,data/input/things/bookshelf.jpg,bookshelf,8.0,5.9547057
0,data/input/things/bow1.jpg,bow1,1.0,5.712844
0,data/input/things/bow1.jpg,bow1,2.0,6.1064367
0,data/input/things/bow1.jpg,bow1,3.0,6.3870115
0,data/input/things/bow1.jpg,bow1,4.0,6.565366
0,data/input/things/bow1.jpg,bow1,5.0,6.5651107
0,data/input/things/bow1.jpg,bow1,6.0,6.545522
0,data/input/things/bow1.jpg,bow1,7.0,6.5025363
0,data/input/things/bow1.jpg,bow1,8.0,6.4875493
0,data/input/things/bow3.jpg,bow3,1.0,3.9562263
0,data/input/things/bow3.jpg,bow3,2.0,3.5632913
0,data/input/things/bow3.jpg,bow3,3.0,3.638466
0,data/input/things/bow3.jpg,bow3,4.0,4.7905297
0,data/input/things/bow3.jpg,bow3,5.0,5.496891
0,data/input/things/bow3.jpg,bow3,6.0,5.9595804
0,data/input/things/bow3.jpg,bow3,7.0,6.23358
0,data/input/things/bow3.jpg,bow3,8.0,6.341172
0,data/input/things/bowling_ball.jpg,bowling_ball,1.0,4.7791796
0,data/input/things/bowling_ball.jpg,bowling_ball,2.0,5.381544
0,data/input/things/bowling_ball.jpg,bowling_ball,3.0,5.602892
0,data/input/things/bowling_ball.jpg,bowling_ball,4.0,5.8648252
0,data/input/things/bowling_ball.jpg,bowling_ball,5.0,6.0027275
0,data/input/things/bowling_ball.jpg,bowling_ball,6.0,6.0449853
0,data/input/things/bowling_ball.jpg,bowling_ball,7.0,6.181553
0,data/input/things/bowling_ball.jpg,bowling_ball,8.0,6.4532447
0,data/input/things/brace.jpg,brace,1.0,4.238798
0,data/input/things/brace.jpg,brace,2.0,5.0782495
0,data/input/things/brace.jpg,brace,3.0,5.072882
0,data/input/things/brace.jpg,brace,4.0,4.9909487
0,data/input/things/brace.jpg,brace,5.0,5.680395
0,data/input/things/brace.jpg,brace,6.0,6.6697254
0,data/input/things/brace.jpg,brace,7.0,6.8605022
0,data/input/things/brace.jpg,brace,8.0,6.8986244
0,data/input/things/bracelet1.jpg,bracelet1,1.0,4.3018456
0,data/input/things/bracelet1.jpg,bracelet1,2.0,4.221653
0,data/input/things/bracelet1.jpg,bracelet1,3.0,4.8884106
0,data/input/things/bracelet1.jpg,bracelet1,4.0,5.2397795
0,data/input/things/bracelet1.jpg,bracelet1,5.0,5.39227
0,data/input/things/bracelet1.jpg,bracelet1,6.0,6.180664
0,data/input/things/bracelet1.jpg,bracelet1,7.0,6.8164816
0,data/input/things/bracelet1.jpg,bracelet1,8.0,6.8742256
0,data/input/things/braid.jpg,braid,1.0,3.5306568
0,data/input/things/braid.jpg,braid,2.0,3.4856296
0,data/input/things/braid.jpg,braid,3.0,3.577695
0,data/input/things/braid.jpg,braid,4.0,3.886861
0,data/input/things/braid.jpg,braid,5.0,4.6358
0,data/input/things/braid.jpg,braid,6.0,5.2393146
0,data/input/things/braid.jpg,braid,7.0,5.870926
0,data/input/things/braid.jpg,braid,8.0,6.1804914
0,data/input/things/branch.jpg,branch,1.0,3.5254326
0,data/input/things/branch.jpg,branch,2.0,4.072656
0,data/input/things/branch.jpg,branch,3.0,4.885465
0,data/input/things/branch.jpg,branch,4.0,6.172226
0,data/input/things/branch.jpg,branch,5.0,6.690292
0,data/input/things/branch.jpg,branch,6.0,6.6877265
0,data/input/things/branch.jpg,branch,7.0,6.679154
0,data/input/things/branch.jpg,branch,8.0,6.75327
0,data/input/things/bread.jpg,bread,1.0,3.689139
0,data/input/things/bread.jpg,bread,2.0,4.2407465
0,data/input/things/bread.jpg,bread,3.0,4.625757
0,data/input/things/bread.jpg,bread,4.0,4.5352445
0,data/input/things/bread.jpg,bread,5.0,5.1093655
0,data/input/things/bread.jpg,bread,6.0,6.0624924
0,data/input/things/bread.jpg,bread,7.0,6.4458513
0,data/input/things/bread.jpg,bread,8.0,6.602011
0,data/input/things/breadbox.jpg,breadbox,1.0,5.885769
0,data/input/things/breadbox.jpg,breadbox,2.0,6.3085537
0,data/input/things/breadbox.jpg,breadbox,3.0,6.4278326
0,data/input/things/breadbox.jpg,breadbox,4.0,6.344577
0,data/input/things/breadbox.jpg,breadbox,5.0,6.233319
0,data/input/things/breadbox.jpg,breadbox,6.0,6.2244263
0,data/input/things/breadbox.jpg,breadbox,7.0,6.2198153
0,data/input/things/breadbox.jpg,breadbox,8.0,6.171605
0,data/input/things/briefcase.jpg,briefcase,1.0,3.9001698
0,data/input/things/briefcase.jpg,briefcase,2.0,4.104426
0,data/input/things/briefcase.jpg,briefcase,3.0,4.4065986
0,data/input/things/briefcase.jpg,briefcase,4.0,4.7497816
0,data/input/things/briefcase.jpg,briefcase,5.0,5.140032
0,data/input/things/briefcase.jpg,briefcase,6.0,6.1836367
0,data/input/things/briefcase.jpg,briefcase,7.0,6.8427114
0,data/input/things/briefcase.jpg,briefcase,8.0,6.9762526
0,data/input/things/broom.jpg,broom,1.0,4.7444825
0,data/input/things/broom.jpg,broom,2.0,6.0562334
0,data/input/things/broom.jpg,broom,3.0,5.374278
0,data/input/things/broom.jpg,broom,4.0,5.42564
0,data/input/things/broom.jpg,broom,5.0,6.703521
0,data/input/things/broom.jpg,broom,6.0,6.7820177
0,data/input/things/broom.jpg,broom,7.0,6.7524033
0,data/input/things/broom.jpg,broom,8.0,6.686491
0,data/input/things/bumper.jpg,bumper,1.0,2.933994
0,data/input/things/bumper.jpg,bumper,2.0,3.357617
0,data/input/things/bumper.jpg,bumper,3.0,3.8623838
0,data/input/things/bumper.jpg,bumper,4.0,4.964048
0,data/input/things/bumper.jpg,bumper,5.0,5.7549305
0,data/input/things/bumper.jpg,bumper,6.0,6.0800314
0,data/input/things/bumper.jpg,bumper,7.0,6.352006
0,data/input/things/bumper.jpg,bumper,8.0,6.5151825
0,data/input/things/cabinet.jpg,cabinet,1.0,5.532295
0,data/input/things/cabinet.jpg,cabinet,2.0,5.6347375
0,data/input/things/cabinet.jpg,cabinet,3.0,5.769868
0,data/input/things/cabinet.jpg,cabinet,4.0,5.9602714
0,data/input/things/cabinet.jpg,cabinet,5.0,5.9358673
0,data/input/things/cabinet.jpg,cabinet,6.0,6.096607
0,data/input/things/cabinet.jpg,cabinet,7.0,6.3811626
0,data/input/things/cabinet.jpg,cabinet,8.0,6.2751694
0,data/input/things/camera2.jpg,camera2,1.0,5.062085
0,data/input/things/camera2.jpg,camera2,2.0,4.758789
0,data/input/things/camera2.jpg,camera2,3.0,4.919738
0,data/input/things/camera2.jpg,camera2,4.0,5.5539436
0,data/input/things/camera2.jpg,camera2,5.0,6.03689
0,data/input/things/camera2.jpg,camera2,6.0,6.3104267
0,data/input/things/camera2.jpg,camera2,7.0,6.6023827
0,data/input/things/camera2.jpg,camera2,8.0,6.664393
0,data/input/things/cane.jpg,cane,1.0,6.32197
0,data/input/things/cane.jpg,cane,2.0,6.367586
0,data/input/things/cane.jpg,cane,3.0,6.374076
0,data/input/things/cane.jpg,cane,4.0,6.3269644
0,data/input/things/cane.jpg,cane,5.0,6.391499
0,data/input/things/cane.jpg,cane,6.0,6.559668
0,data/input/things/cane.jpg,cane,7.0,6.6034756
0,data/input/things/cane.jpg,cane,8.0,6.616576
0,data/input/things/canister.jpg,canister,1.0,3.5714722
0,data/input/things/canister.jpg,canister,2.0,5.231987
0,data/input/things/canister.jpg,canister,3.0,5.9697356
0,data/input/things/canister.jpg,canister,4.0,6.5308266
0,data/input/things/canister.jpg,canister,5.0,6.498958
0,data/input/things/canister.jpg,canister,6.0,6.639947
0,data/input/things/canister.jpg,canister,7.0,6.5362744
0,data/input/things/canister.jpg,canister,8.0,6.480916
0,data/input/things/canoe.jpg,canoe,1.0,3.8226295
0,data/input/things/canoe.jpg,canoe,2.0,4.0726333
0,data/input/things/canoe.jpg,canoe,3.0,3.857636
0,data/input/things/canoe.jpg,canoe,4.0,3.738861
0,data/input/things/canoe.jpg,canoe,5.0,3.8964658
0,data/input/things/canoe.jpg,canoe,6.0,4.029601
0,data/input/things/canoe.jpg,canoe,7.0,4.507906
0,data/input/things/canoe.jpg,canoe,8.0,4.7068043
0,data/input/things/canvas.jpg,canvas,1.0,5.1582956
0,data/input/things/canvas.jpg,canvas,2.0,5.231086
0,data/input/things/canvas.jpg,canvas,3.0,5.1700478
0,data/input/things/canvas.jpg,canvas,4.0,5.110868
0,data/input/things/canvas.jpg,canvas,5.0,5.2004747
0,data/input/things/canvas.jpg,canvas,6.0,5.513766
0,data/input/things/canvas.jpg,canvas,7.0,6.1693854
0,data/input/things/canvas.jpg,canvas,8.0,6.430724
0,data/input/things/carrot.jpg,carrot,1.0,4.5440454
0,data/input/things/carrot.jpg,carrot,2.0,5.1519594
0,data/input/things/carrot.jpg,carrot,3.0,5.412686
0,data/input/things/carrot.jpg,carrot,4.0,5.9108253
0,data/input/things/carrot.jpg,carrot,5.0,6.4384265
0,data/input/things/carrot.jpg,carrot,6.0,6.660263
0,data/input/things/carrot.jpg,carrot,7.0,6.777932
0,data/input/things/carrot.jpg,carrot,8.0,6.789427
0,data/input/things/cart.jpg,cart,1.0,4.43979
0,data/input/things/cart.jpg,cart,2.0,4.8183713
0,data/input/things/cart.jpg,cart,3.0,5.5550785
0,data/input/things/cart.jpg,cart,4.0,5.985717
0,data/input/things/cart.jpg,cart,5.0,6.7509427
0,data/input/things/cart.jpg,cart,6.0,6.8783245
0,data/input/things/cart.jpg,cart,7.0,6.8463817
0,data/input/things/cart.jpg,cart,8.0,6.8275747
0,data/input/things/cash_register.jpg,cash_register,1.0,5.488434
0,data/input/things/cash_register.jpg,cash_register,2.0,5.7289157
0,data/input/things/cash_register.jpg,cash_register,3.0,5.5826783
0,data/input/things/cash_register.jpg,cash_register,4.0,5.666895
0,data/input/things/cash_register.jpg,cash_register,5.0,6.187565
0,data/input/things/cash_register.jpg,cash_register,6.0,6.389216
0,data/input/things/cash_register.jpg,cash_register,7.0,6.6095514
0,data/input/things/cash_register.jpg,cash_register,8.0,6.714891
0,data/input/things/cashew.jpg,cashew,1.0,4.8130426
0,data/input/things/cashew.jpg,cashew,2.0,4.985656
0,data/input/things/cashew.jpg,cashew,3.0,5.4634185
0,data/input/things/cashew.jpg,cashew,4.0,5.671032
0,data/input/things/cashew.jpg,cashew,5.0,6.0706697
0,data/input/things/cashew.jpg,cashew,6.0,6.2228193
0,data/input/things/cashew.jpg,cashew,7.0,6.083112
0,data/input/things/cashew.jpg,cashew,8.0,5.3184605
0,data/input/things/cauliflower.jpg,cauliflower,1.0,0.33791798
0,data/input/things/cauliflower.jpg,cauliflower,2.0,1.7641056
0,data/input/things/cauliflower.jpg,cauliflower,3.0,3.693163
0,data/input/things/cauliflower.jpg,cauliflower,4.0,4.8083277
0,data/input/things/cauliflower.jpg,cauliflower,5.0,6.298016
0,data/input/things/cauliflower.jpg,cauliflower,6.0,6.555893
0,data/input/things/cauliflower.jpg,cauliflower,7.0,6.5745287
0,data/input/things/cauliflower.jpg,cauliflower,8.0,6.7662725
0,data/input/things/cd_player.jpg,cd_player,1.0,5.1417775
0,data/input/things/cd_player.jpg,cd_player,2.0,5.3614273
0,data/input/things/cd_player.jpg,cd_player,3.0,5.4868517
0,data/input/things/cd_player.jpg,cd_player,4.0,5.5875893
0,data/input/things/cd_player.jpg,cd_player,5.0,5.731071
0,data/input/things/cd_player.jpg,cd_player,6.0,6.1621733
0,data/input/things/cd_player.jpg,cd_player,7.0,6.260923
0,data/input/things/cd_player.jpg,cd_player,8.0,6.3589087
0,data/input/things/centerpiece.jpg,centerpiece,1.0,5.3659267
0,data/input/things/centerpiece.jpg,centerpiece,2.0,6.0514956
0,data/input/things/centerpiece.jpg,centerpiece,3.0,5.7877827
0,data/input/things/centerpiece.jpg,centerpiece,4.0,5.82731
0,data/input/things/centerpiece.jpg,centerpiece,5.0,6.174039
0,data/input/things/centerpiece.jpg,centerpiece,6.0,6.2730603
0,data/input/things/centerpiece.jpg,centerpiece,7.0,6.275444
0,data/input/things/centerpiece.jpg,centerpiece,8.0,6.3385377
0,data/input/things/chalice.jpg,chalice,1.0,5.345677
0,data/input/things/chalice.jpg,chalice,2.0,6.5214653
0,data/input/things/chalice.jpg,chalice,3.0,6.622176
0,data/input/things/chalice.jpg,chalice,4.0,6.7189755
0,data/input/things/chalice.jpg,chalice,5.0,6.7415643
0,data/input/things/chalice.jpg,chalice,6.0,6.732995
0,data/input/things/chalice.jpg,chalice,7.0,6.7590384
0,data/input/things/chalice.jpg,chalice,8.0,6.705778
0,data/input/things/chalk.jpg,chalk,1.0,5.6492195
0,data/input/things/chalk.jpg,chalk,2.0,6.304364
0,data/input/things/chalk.jpg,chalk,3.0,6.3063784
0,data/input/things/chalk.jpg,chalk,4.0,6.260949
0,data/input/things/chalk.jpg,chalk,5.0,6.2216167
0,data/input/things/chalk.jpg,chalk,6.0,6.3450394
0,data/input/things/chalk.jpg,chalk,7.0,6.4570756
0,data/input/things/chalk.jpg,chalk,8.0,6.592003
0,data/input/things/cheese.jpg,cheese,1.0,5.1782217
0,data/input/things/cheese.jpg,cheese,2.0,5.2652607
0,data/input/things/cheese.jpg,cheese,3.0,5.0157785
0,data/input/things/cheese.jpg,cheese,4.0,5.146952
0,data/input/things/cheese.jpg,cheese,5.0,5.978465
0,data/input/things/cheese.jpg,cheese,6.0,6.5857105
0,data/input/things/cheese.jpg,cheese,7.0,6.6332636
0,data/input/things/cheese.jpg,cheese,8.0,6.5651207
0,data/input/things/chicken_wire.jpg,chicken_wire,1.0,4.949377
0,data/input/things/chicken_wire.jpg,chicken_wire,2.0,5.1624265
0,data/input/things/chicken_wire.jpg,chicken_wire,3.0,6.2861986
0,data/input/things/chicken_wire.jpg,chicken_wire,4.0,6.574292
0,data/input/things/chicken_wire.jpg,chicken_wire,5.0,6.708694
0,data/input/things/chicken_wire.jpg,chicken_wire,6.0,6.7594953
0,data/input/things/chicken_wire.jpg,chicken_wire,7.0,6.839802
0,data/input/things/chicken_wire.jpg,chicken_wire,8.0,6.931779
0,data/input/things/chime.jpg,chime,1.0,4.6549587
0,data/input/things/chime.jpg,chime,2.0,5.8374414
0,data/input/things/chime.jpg,chime,3.0,6.070157
0,data/input/things/chime.jpg,chime,4.0,6.131977
0,data/input/things/chime.jpg,chime,5.0,6.3506227
0,data/input/things/chime.jpg,chime,6.0,6.5089498
0,data/input/things/chime.jpg,chime,7.0,6.665455
0,data/input/things/chime.jpg,chime,8.0,6.7499847
0,data/input/things/chimney.jpg,chimney,1.0,3.4091616
0,data/input/things/chimney.jpg,chimney,2.0,3.7612753
0,data/input/things/chimney.jpg,chimney,3.0,3.6909132
0,data/input/things/chimney.jpg,chimney,4.0,4.801789
0,data/input/things/chimney.jpg,chimney,5.0,5.845619
0,data/input/things/chimney.jpg,chimney,6.0,6.281133
0,data/input/things/chimney.jpg,chimney,7.0,6.431567
0,data/input/things/chimney.jpg,chimney,8.0,6.5626926
0,data/input/things/chip.jpg,chip,1.0,5.2623544
0,data/input/things/chip.jpg,chip,2.0,5.732654
0,data/input/things/chip.jpg,chip,3.0,6.0200872
0,data/input/things/chip.jpg,chip,4.0,6.1008735
0,data/input/things/chip.jpg,chip,5.0,6.4394283
0,data/input/things/chip.jpg,chip,6.0,6.8445425
0,data/input/things/chip.jpg,chip,7.0,6.7241116
0,data/input/things/chip.jpg,chip,8.0,6.6799016
0,data/input/things/chopsticks.jpg,chopsticks,1.0,5.7018814
0,data/input/things/chopsticks.jpg,chopsticks,2.0,5.727336
0,data/input/things/chopsticks.jpg,chopsticks,3.0,5.9902287
0,data/input/things/chopsticks.jpg,chopsticks,4.0,6.458003
0,data/input/things/chopsticks.jpg,chopsticks,5.0,6.4544683
0,data/input/things/chopsticks.jpg,chopsticks,6.0,6.388137
0,data/input/things/chopsticks.jpg,chopsticks,7.0,6.142847
0,data/input/things/chopsticks.jpg,chopsticks,8.0,5.9600472
0,data/input/things/chute.jpg,chute,1.0,5.25354
0,data/input/things/chute.jpg,chute,2.0,5.4768143
0,data/input/things/chute.jpg,chute,3.0,5.1847544
0,data/input/things/chute.jpg,chute,4.0,6.1353936
0,data/input/things/chute.jpg,chute,5.0,6.529244
0,data/input/things/chute.jpg,chute,6.0,6.7555914
0,data/input/things/chute.jpg,chute,7.0,6.8890095
0,data/input/things/chute.jpg,chute,8.0,6.930515
0,data/input/things/clam.jpg,clam,1.0,3.6065373
0,data/input/things/clam.jpg,clam,2.0,4.5175066
0,data/input/things/clam.jpg,clam,3.0,5.2879868
0,data/input/things/clam.jpg,clam,4.0,5.858574
0,data/input/things/clam.jpg,clam,5.0,6.3539333
0,data/input/things/clam.jpg,clam,6.0,6.601898
0,data/input/things/clam.jpg,clam,7.0,6.632556
