"","uniqueID","blur","sigma","image_id"
"749","granola",5,14.3234834754457,214
"750","granola",6,15.8180972922384,214
"751","granola",7,17.4686697112229,214
"752","granola",8,19.2914745586708,214
"753","walnut",1,4,215
"754","walnut",2,5.4528105540237,215
"755","walnut",3,7.43328573451805,215
"756","walnut",4,10.1330747260635,215
"757","walnut",5,13.8134342027474,215
"758","walnut",6,18.8305099520132,215
"759","walnut",7,25.6698008509965,215
"760","walnut",8,34.99314025,215
"761","toy",1,7.838,216
"762","toy",2,8.81797768151158,216
"763","toy",3,9.92048104001484,216
"764","toy",4,11.160829344311,216
"765","toy",5,12.556257216802,216
"766","toy",6,14.1261541083285,216
"767","toy",7,15.8923337143191,216
"768","toy",8,17.8793370757847,216
"769","thermos",1,6.379,217
"770","thermos",2,7.61028367752466,217
"771","thermos",3,9.07923148650231,217
"772","thermos",4,10.831717696535,217
"773","thermos",5,12.9224712941676,217
"774","thermos",6,15.4167851329808,217
"775","thermos",7,18.3925549862719,217
"776","thermos",8,21.9427121805926,217
"777","tongs",1,4,218
"778","tongs",2,6.13371039147435,218
"779","tongs",3,9.4056007916201,218
"780","tongs",4,14.4228078284049,218
"781","tongs",5,22.1163315628312,218
"782","tongs",6,33.9137931820574,218
"783","tongs",7,52.0043464137744,218
"784","tongs",8,79.7449,218
"785","scooter",1,7.838,219
"786","scooter",2,9.91741433575278,219
"787","scooter",3,12.5484954206424,219
"788","scooter",4,15.8775999460075,219
"789","scooter",5,20.0899129014905,219
"790","scooter",6,25.4197486875818,219
"791","scooter",7,32.1635851040389,219
"792","scooter",8,40.6965552436846,219
"793","tambourine",1,7.838,220
"794","tambourine",2,10.2433237246159,220
"795","tambourine",3,13.3867926674252,220
"796","tambourine",4,17.4949286714404,220
"797","tambourine",5,22.8637685532825,220
"798","tambourine",6,29.8801968430677,220
"799","tambourine",7,39.0498251108431,220
"800","tambourine",8,51.033426894616,220
"801","globe",1,7.838,221
"802","globe",2,10.2433237246159,221
"803","globe",3,13.3867926674252,221
"804","globe",4,17.4949286714404,221
"805","globe",5,22.8637685532825,221
"806","globe",6,29.8801968430677,221
"807","globe",7,39.0498251108431,221
"808","globe",8,51.033426894616,221
"809","quiche",1,9.63,224
"810","quiche",2,11.4886929012441,224
"811","quiche",3,13.706133393468,224
"812","quiche",4,16.3515635951237,224
"813","quiche",5,19.5075900934101,224
"814","quiche",6,23.2727634295473,224
"815","quiche",7,27.7646554522715,224
"816","quiche",8,33.1235306334372,224
"817","bread",1,5.192,226
"818","bread",2,6.56947862556008,226
"819","bread",3,8.31241321488651,226
"820","bread",4,10.5177621228852,226
"821","bread",5,13.3082075221533,226
"822","bread",6,16.8389801350739,226
"823","bread",7,21.3064946212633,226
"824","bread",8,26.9592760015408,226
"825","velcro",1,9.63,227
"826","velcro",2,11.8662381721704,227
"827","velcro",3,14.6217661847014,227
"828","velcro",4,18.017171344284,227
"829","velcro",5,22.2010432357298,227
"830","velcro",6,27.3564762934395,227
"831","velcro",7,33.7090823727194,227
"832","velcro",8,41.5368639667705,227
"833","bow1",1,9.63,228
"834","bow1",2,11.4886929012441,228
"835","bow1",3,13.706133393468,228
"836","bow1",4,16.3515635951237,228
"837","bow1",5,19.5075900934101,228
"838","bow1",6,23.2727634295473,228
"839","bow1",7,27.7646554522715,228
"840","bow1",8,33.1235306334372,228
"841","string_cheese",1,4,230
"842","string_cheese",2,4.8760546168179,230
"843","string_cheese",3,5.94397715654779,230
"844","string_cheese",4,7.24578931411125,230
"845","string_cheese",5,8.8327161093905,230
"846","string_cheese",6,10.7672015410588,230
"847","string_cheese",7,13.1253656961222,230
"848","string_cheese",8,16,230
"849","duster",1,5.192,231
"850","duster",2,6.96755593589076,231
"851","duster",3,9.35031504618001,231
"852","duster",4,12.5479281784399,231
"853","duster",5,16.8390584481549,231
"854","duster",6,22.5976659563276,231
"855","duster",7,30.3255973750553,231
"856","duster",8,40.6963204930662,231
"857","dreidel",1,6.379,232
"858","dreidel",2,8.07142853084918,232
"859","dreidel",3,10.212879531056,232
"860","dreidel",4,12.9224842810928,232
"861","dreidel",5,16.3509810810256,232
"862","dreidel",6,20.6891009883627,232
"863","dreidel",7,26.1781783970984,232
"864","dreidel",8,33.1235767361655,232
"865","broom",1,4,235
"866","broom",2,5.4528105540237,235
"867","broom",3,7.43328573451805,235
"868","broom",4,10.1330747260635,235
"869","broom",5,13.8134342027474,235
"870","broom",6,18.8305099520132,235
"871","broom",7,25.6698008509965,235
"872","broom",8,34.99314025,235
"873","flipper",1,4.226,240
"874","flipper",2,6.014778146978,240
"875","flipper",3,8.56070898186563,240
"876","flipper",4,12.1842795330723,240
"877","flipper",5,17.3416323407939,240
"878","flipper",6,24.6819856214704,240
"879","flipper",7,35.1293581968872,240
"880","flipper",8,49.9988868906767,240
"881","bedpan",1,4,242
"882","bedpan",2,4.8760546168179,242
"883","bedpan",3,5.94397715654779,242
"884","bedpan",4,7.24578931411125,242
"885","bedpan",5,8.8327161093905,242
"886","bedpan",6,10.7672015410588,242
"887","bedpan",7,13.1253656961222,242
"888","bedpan",8,16,242
"889","nightshirt",1,4,243
"890","nightshirt",2,4.8760546168179,243
"891","nightshirt",3,5.94397715654779,243
"892","nightshirt",4,7.24578931411125,243
"893","nightshirt",5,8.8327161093905,243
"894","nightshirt",6,10.7672015410588,243
"895","nightshirt",7,13.1253656961222,243
"896","nightshirt",8,16,243
"897","peeler",1,6.379,244
"898","peeler",2,8.07142853084918,244
"899","peeler",3,10.212879531056,244
"900","peeler",4,12.9224842810928,244
"901","peeler",5,16.3509810810256,244
"902","peeler",6,20.6891009883627,244
"903","peeler",7,26.1781783970984,244
"904","peeler",8,33.1235767361655,244
"905","slot",1,4.226,245
"906","slot",2,6.014778146978,245
"907","slot",3,8.56070898186563,245
"908","slot",4,12.1842795330723,245
"909","slot",5,17.3416323407939,245
"910","slot",6,24.6819856214704,245
"911","slot",7,35.1293581968872,245
"912","slot",8,49.9988868906767,245
"913","inhaler",1,4,246
"914","inhaler",2,5.4528105540237,246
"915","inhaler",3,7.43328573451805,246
"916","inhaler",4,10.1330747260635,246
"917","inhaler",5,13.8134342027474,246
"918","inhaler",6,18.8305099520132,246
"919","inhaler",7,25.6698008509965,246
"920","inhaler",8,34.99314025,246
"921","clam",1,6.379,248
"922","clam",2,7.33083481199326,248
"923","clam",3,8.42469651053963,248
"924","clam",4,9.6817774666785,248
"925","clam",5,11.1264322456026,248
"926","clam",6,12.7866494496547,248
"927","clam",7,14.6945939668104,248
"928","clam",8,16.8872301301144,248
"929","grill",1,6.379,249
"930","grill",2,7.33083481199326,249
"931","grill",3,8.42469651053963,249
"932","grill",4,9.6817774666785,249
"933","grill",5,11.1264322456026,249
"934","grill",6,12.7866494496547,249
"935","grill",7,14.6945939668104,249
"936","grill",8,16.8872301301144,249
"937","match",1,4,252
"938","match",2,5.14137087461895,252
"939","match",3,6.608423617595,252
"940","match",4,8.49408917866173,252
"941","match",5,10.9178156773969,252
"942","match",6,14.0331348845566,252
"943","match",7,18.0373877437646,252
"944","match",8,23.184225,252
"945","branch",1,4,253
"946","branch",2,5.4528105540237,253
"947","branch",3,7.43328573451805,253
"948","branch",4,10.1330747260635,253
"949","branch",5,13.8134342027474,253
"950","branch",6,18.8305099520132,253
"951","branch",7,25.6698008509965,253
"952","branch",8,34.99314025,253
"953","keg",1,4,254
"954","keg",2,5.4528105540237,254
"955","keg",3,7.43328573451805,254
"956","keg",4,10.1330747260635,254
"957","keg",5,13.8134342027474,254
"958","keg",6,18.8305099520132,254
"959","keg",7,25.6698008509965,254
"960","keg",8,34.99314025,254
"961","scone",1,4.226,255
"962","scone",2,5.34722645469336,255
"963","scone",3,6.76593250302236,255
"964","scone",4,8.56104431396847,255
"965","scone",5,10.8324284513617,255
"966","scone",6,13.7064477008268,255
"967","scone",7,17.3429909478779,255
"968","scone",8,21.9443681968765,255
"969","nail_polish",1,4,256
"970","nail_polish",2,5.78322340454172,256
"971","nail_polish",3,8.36141823670977,256
"972","nail_polish",4,12.0889874104255,256
"973","nail_polish",5,17.4783287322957,256
"974","nail_polish",6,25.2702699492216,256
"975","nail_polish",7,36.5359041523564,256
"976","nail_polish",8,52.823824,256
"977","ravioli",1,4,257
"978","ravioli",2,5.4528105540237,257
"979","ravioli",3,7.43328573451805,257
"980","ravioli",4,10.1330747260635,257
"981","ravioli",5,13.8134342027474,257
"982","ravioli",6,18.8305099520132,257
"983","ravioli",7,25.6698008509965,257
"984","ravioli",8,34.99314025,257
"985","paper_bag",1,4,258
"986","paper_bag",2,4.8760546168179,258
"987","paper_bag",3,5.94397715654779,258
"988","paper_bag",4,7.24578931411125,258
"989","paper_bag",5,8.8327161093905,258
"990","paper_bag",6,10.7672015410588,258
"991","paper_bag",7,13.1253656961222,258
"992","paper_bag",8,16,258
"993","cleat",1,6.379,259
"994","cleat",2,7.33083481199326,259
"995","cleat",3,8.42469651053963,259
"996","cleat",4,9.6817774666785,259
"997","cleat",5,11.1264322456026,259
"998","cleat",6,12.7866494496547,259
"999","cleat",7,14.6945939668104,259
"1000","cleat",8,16.8872301301144,259
"1001","waffle_iron",1,4.226,261
"1002","waffle_iron",2,5.11181328108072,261
"1003","waffle_iron",3,6.18330218188198,261
"1004","waffle_iron",4,7.47938623149071,261
"1005","waffle_iron",5,9.04714289457324,261
"1006","waffle_iron",6,10.9435175589954,261
"1007","waffle_iron",7,13.2373919545227,261
"1008","waffle_iron",8,16.0120861334595,261
"1009","flamingo",1,16,263
"1010","flamingo",2,17.0533049322707,263
"1011","flamingo",3,18.1759505695631,263
"1012","flamingo",4,19.37250171854,263
"1013","flamingo",5,20.6478236942,263
"1014","flamingo",6,22.0071021028099,263
"1015","flamingo",7,23.4558639271771,263
"1016","flamingo",8,25,263
"1017","nightstand",1,9.63,264
"1018","nightstand",2,10.8322162987054,264
"1019","nightstand",3,12.1845181663488,264
"1020","nightstand",4,13.7056423959913,264
"1021","nightstand",5,15.4166648957513,264
"1022","nightstand",6,17.3412927056529,264
"1023","nightstand",7,19.5061924700721,264
"1024","nightstand",8,21.9413599169263,264
"1025","elbow",1,4.226,265
"1026","elbow",2,5.67113588145256,265
"1027","elbow",3,7.61045484758606,265
"1028","elbow",4,10.2129492570563,265
"1029","elbow",5,13.7054006121974,265
"1030","elbow",6,18.3921413112907,265
"1031","elbow",7,24.6815741900631,265
"1032","elbow",8,33.1217607666824,265
"1033","vending_machine",1,4.226,266
"1034","vending_machine",2,5.34722645469336,266
"1035","vending_machine",3,6.76593250302236,266
"1036","vending_machine",4,8.56104431396847,266
"1037","vending_machine",5,10.8324284513617,266
"1038","vending_machine",6,13.7064477008268,266
"1039","vending_machine",7,17.3429909478779,266
"1040","vending_machine",8,21.9443681968765,266
"1041","riser",1,4,267
"1042","riser",2,4.8760546168179,267
"1043","riser",3,5.94397715654779,267
"1044","riser",4,7.24578931411125,267
"1045","riser",5,8.8327161093905,267
"1046","riser",6,10.7672015410588,267
"1047","riser",7,13.1253656961222,267
"1048","riser",8,16,267
"1049","juicer1",1,7.838,268
"1050","juicer1",2,9.35072232604657,268
"1051","juicer1",3,11.1553978079645,268
"1052","juicer1",4,13.3083729700006,268
"1053","juicer1",5,15.8768691316585,268
"1054","juicer1",6,18.9410812269863,268
"1055","juicer1",7,22.5966816928607,268
"1056","juicer1",8,26.9578076039806,268
"1057","gurney",1,4,269
"1058","gurney",2,5.78322340454172,269
"1059","gurney",3,8.36141823670977,269
"1060","gurney",4,12.0889874104255,269
"1061","gurney",5,17.4783287322957,269
"1062","gurney",6,25.2702699492216,269
"1063","gurney",7,36.5359041523564,269
"1064","gurney",8,52.823824,269
"1065","cauliflower",1,4.226,271
"1066","cauliflower",2,5.34722645469336,271
"1067","cauliflower",3,6.76593250302236,271
"1068","cauliflower",4,8.56104431396847,271
"1069","cauliflower",5,10.8324284513617,271
"1070","cauliflower",6,13.7064477008268,271
"1071","cauliflower",7,17.3429909478779,271
"1072","cauliflower",8,21.9443681968765,271
"1073","water_heater",1,6.379,273
"1074","water_heater",2,7.33083481199326,273
"1075","water_heater",3,8.42469651053963,273
"1076","water_heater",4,9.6817774666785,273
"1077","water_heater",5,11.1264322456026,273
"1078","water_heater",6,12.7866494496547,273
"1079","water_heater",7,14.6945939668104,273
"1080","water_heater",8,16.8872301301144,273
"1081","belt",1,5.192,276
"1082","belt",2,6.56947862556008,276
"1083","belt",3,8.31241321488651,276
"1084","belt",4,10.5177621228852,276
"1085","belt",5,13.3082075221533,276
"1086","belt",6,16.8389801350739,276
"1087","belt",7,21.3064946212633,276
"1088","belt",8,26.9592760015408,276
"1089","log",1,5.192,277
"1090","log",2,6.19425995681484,277
"1091","log",3,7.38999545697222,277
"1092","log",4,8.81655488061761,277
"1093","log",5,10.5184963124172,277
"1094","log",6,12.5489792977485,277
"1095","log",7,14.9714252625081,277
"1096","log",8,17.861498459168,277
"1097","paper_towel",1,6.379,278
"1098","paper_towel",2,7.61028367752466,278
"1099","paper_towel",3,9.07923148650231,278
"1100","paper_towel",4,10.831717696535,278
"1101","paper_towel",5,12.9224712941676,278
"1102","paper_towel",6,15.4167851329808,278
"1103","paper_towel",7,18.3925549862719,278
"1104","paper_towel",8,21.9427121805926,278
"1105","blower",1,5.192,279
"1106","blower",2,6.11242227961557,279
"1107","blower",3,7.19601427664499,279
"1108","blower",4,8.47170223208716,279
"1109","blower",5,9.97354034469925,279
"1110","blower",6,11.7416198400586,279
"1111","blower",7,13.8231391966777,279
"1112","blower",8,16.2736640986133,279
"1113","vegetable",1,4.226,280
"1114","vegetable",2,5.11181328108072,280
"1115","vegetable",3,6.18330218188198,280
"1116","vegetable",4,7.47938623149071,280
"1117","vegetable",5,9.04714289457324,280
"1118","vegetable",6,10.9435175589954,280
"1119","vegetable",7,13.2373919545227,280
"1120","vegetable",8,16.0120861334595,280
"1121","hairnet",1,4,281
"1122","hairnet",2,6.33527843506632,281
"1123","hairnet",3,10.0339382124541,281
"1124","hairnet",4,15.891948094037,281
"1125","hairnet",5,25.1699790128365,281
"1126","hairnet",6,39.8647063127738,281
"1127","hairnet",7,63.1385035558919,281
"1128","hairnet",8,100,281
"1129","patty",1,4,282
"1130","patty",2,6.13371039147435,282
"1131","patty",3,9.4056007916201,282
"1132","patty",4,14.4228078284049,282
"1133","patty",5,22.1163315628312,282
"1134","patty",6,33.9137931820574,282
"1135","patty",7,52.0043464137744,282
"1136","patty",8,79.7449,282
"1137","dogfood",1,7.838,283
"1138","dogfood",2,9.91741433575278,283
"1139","dogfood",3,12.5484954206424,283
"1140","dogfood",4,15.8775999460075,283
"1141","dogfood",5,20.0899129014905,283
"1142","dogfood",6,25.4197486875818,283
"1143","dogfood",7,32.1635851040389,283
"1144","dogfood",8,40.6965552436846,283
"1145","pineapple",1,7.838,284
"1146","pineapple",2,9.35072232604657,284
"1147","pineapple",3,11.1553978079645,284
"1148","pineapple",4,13.3083729700006,284
"1149","pineapple",5,15.8768691316585,284
"1150","pineapple",6,18.9410812269863,284
"1151","pineapple",7,22.5966816928607,284
"1152","pineapple",8,26.9578076039806,284
"1153","ginger",1,5.192,286
"1154","ginger",2,6.96755593589076,286
"1155","ginger",3,9.35031504618001,286
"1156","ginger",4,12.5479281784399,286
"1157","ginger",5,16.8390584481549,286
"1158","ginger",6,22.5976659563276,286
"1159","ginger",7,30.3255973750553,286
"1160","ginger",8,40.6963204930662,286
"1161","spout",1,4,288
"1162","spout",2,4.8760546168179,288
"1163","spout",3,5.94397715654779,288
"1164","spout",4,7.24578931411125,288
"1165","spout",5,8.8327161093905,288
"1166","spout",6,10.7672015410588,288
"1167","spout",7,13.1253656961222,288
"1168","spout",8,16,288
"1169","rhubarb",1,7.838,289
"1170","rhubarb",2,9.35072232604657,289
"1171","rhubarb",3,11.1553978079645,289
"1172","rhubarb",4,13.3083729700006,289
"1173","rhubarb",5,15.8768691316585,289
"1174","rhubarb",6,18.9410812269863,289
"1175","rhubarb",7,22.5966816928607,289
"1176","rhubarb",8,26.9578076039806,289
"1177","doily",1,4,290
"1178","doily",2,6.33527843506632,290
"1179","doily",3,10.0339382124541,290
"1180","doily",4,15.891948094037,290
"1181","doily",5,25.1699790128365,290
"1182","doily",6,39.8647063127738,290
"1183","doily",7,63.1385035558919,290
"1184","doily",8,100,290
"1185","teapot",1,6.379,291
"1186","teapot",2,8.56059010530916,291
"1187","teapot",3,11.4882744867718,291
"1188","teapot",4,15.4172141242411,291
"1189","teapot",5,20.6898339368884,291
"1190","teapot",6,27.7656666688536,291
"1191","teapot",7,37.2614032532843,291
"1192","teapot",8,50.0046402257407,291
"1193","dishrag",1,4,292
"1194","dishrag",2,5.14137087461895,292
"1195","dishrag",3,6.608423617595,292
"1196","dishrag",4,8.49408917866173,292
"1197","dishrag",5,10.9178156773969,292
"1198","dishrag",6,14.0331348845566,292
"1199","dishrag",7,18.0373877437646,292
"1200","dishrag",8,23.184225,292
"1201","brace",1,4,293
"1202","brace",2,5.78322340454172,293
"1203","brace",3,8.36141823670977,293
"1204","brace",4,12.0889874104255,293
"1205","brace",5,17.4783287322957,293
"1206","brace",6,25.2702699492216,293
"1207","brace",7,36.5359041523564,293
"1208","brace",8,52.823824,293
"1209","sardine",1,4,294
"1210","sardine",2,5.14137087461895,294
"1211","sardine",3,6.608423617595,294
"1212","sardine",4,8.49408917866173,294
"1213","sardine",5,10.9178156773969,294
"1214","sardine",6,14.0331348845566,294
"1215","sardine",7,18.0373877437646,294
"1216","sardine",8,23.184225,294
"1217","dough",1,7.838,295
"1218","dough",2,8.81797768151158,295
"1219","dough",3,9.92048104001484,295
"1220","dough",4,11.160829344311,295
"1221","dough",5,12.556257216802,295
"1222","dough",6,14.1261541083285,295
"1223","dough",7,15.8923337143191,295
"1224","dough",8,17.8793370757847,295
"1225","washboard",1,7.838,296
"1226","washboard",2,9.35072232604657,296
"1227","washboard",3,11.1553978079645,296
"1228","washboard",4,13.3083729700006,296
"1229","washboard",5,15.8768691316585,296
"1230","washboard",6,18.9410812269863,296
"1231","washboard",7,22.5966816928607,296
"1232","washboard",8,26.9578076039806,296
"1233","doormat",1,4,297
"1234","doormat",2,5.4528105540237,297
"1235","doormat",3,7.43328573451805,297
"1236","doormat",4,10.1330747260635,297
"1237","doormat",5,13.8134342027474,297
"1238","doormat",6,18.8305099520132,297
"1239","doormat",7,25.6698008509965,297
"1240","doormat",8,34.99314025,297
"1241","rickshaw",1,4,298
"1242","rickshaw",2,5.78322340454172,298
"1243","rickshaw",3,8.36141823670977,298
"1244","rickshaw",4,12.0889874104255,298
"1245","rickshaw",5,17.4783287322957,298
"1246","rickshaw",6,25.2702699492216,298
"1247","rickshaw",7,36.5359041523564,298
"1248","rickshaw",8,52.823824,298
"1249","plastic_film",1,5.319,300
"1250","plastic_film",2,6.24327771252065,300
"1251","plastic_film",3,7.32816630864018,300
"1252","plastic_film",4,8.60157499311487,300
"1253","plastic_film",5,10.0962627274091,300
"1254","plastic_film",6,11.8506809674349,300
"1255","plastic_film",7,13.9099628430493,300
"1256","plastic_film",8,16.3270842263583,300
"1257","belt_buckle",1,4,303
"1258","belt_buckle",2,5.1767597719809,303
"1259","belt_buckle",3,6.69971043419995,303
"1260","belt_buckle",4,8.67069786492175,303
"1261","belt_buckle",5,11.2215299755319,303
"1262","belt_buckle",6,14.5227912393529,303
"1263","belt_buckle",7,18.7952503661897,303
"1264","belt_buckle",8,24.324624,303
"1265","window",1,6.515,305
"1266","window",2,7.46986839809308,305
"1267","window",3,8.56468670526932,305
"1268","window",4,9.81996662459849,305
"1269","window",5,11.2592261487977,305
"1270","window",6,12.9094301758844,305
"1271","window",7,14.8014957034886,305
"1272","window",8,16.970871066769,305
"1273","grapevine",1,4.226,308
"1274","grapevine",2,6.014778146978,308
"1275","grapevine",3,8.56070898186563,308
"1276","grapevine",4,12.1842795330723,308
"1277","grapevine",5,17.3416323407939,308
"1278","grapevine",6,24.6819856214704,308
"1279","grapevine",7,35.1293581968872,308
"1280","grapevine",8,49.9988868906767,308
"1281","seesaw",1,4,309
"1282","seesaw",2,4.8760546168179,309
"1283","seesaw",3,5.94397715654779,309
"1284","seesaw",4,7.24578931411125,309
"1285","seesaw",5,8.8327161093905,309
"1286","seesaw",6,10.7672015410588,309
"1287","seesaw",7,13.1253656961222,309
"1288","seesaw",8,16,309
"1289","bumper",1,5.192,311
"1290","bumper",2,6.11242227961557,311
"1291","bumper",3,7.19601427664499,311
"1292","bumper",4,8.47170223208716,311
"1293","bumper",5,9.97354034469925,311
"1294","bumper",6,11.7416198400586,311
"1295","bumper",7,13.8231391966777,311
"1296","bumper",8,16.2736640986133,311
"1297","doorstop",1,4,312
"1298","doorstop",2,4.8760546168179,312
"1299","doorstop",3,5.94397715654779,312
"1300","doorstop",4,7.24578931411125,312
"1301","doorstop",5,8.8327161093905,312
"1302","doorstop",6,10.7672015410588,312
"1303","doorstop",7,13.1253656961222,312
"1304","doorstop",8,16,312
"1305","canoe",1,4.226,314
"1306","canoe",2,5.11181328108072,314
"1307","canoe",3,6.18330218188198,314
"1308","canoe",4,7.47938623149071,314
"1309","canoe",5,9.04714289457324,314
"1310","canoe",6,10.9435175589954,314
"1311","canoe",7,13.2373919545227,314
"1312","canoe",8,16.0120861334595,314
"1313","stamp2",1,4,315
"1314","stamp2",2,5.14137087461895,315
"1315","stamp2",3,6.608423617595,315
"1316","stamp2",4,8.49408917866173,315
"1317","stamp2",5,10.9178156773969,315
"1318","stamp2",6,14.0331348845566,315
"1319","stamp2",7,18.0373877437646,315
"1320","stamp2",8,23.184225,315
"1321","clothespin",1,5.192,317
"1322","clothespin",2,6.11242227961557,317
"1323","clothespin",3,7.19601427664499,317
"1324","clothespin",4,8.47170223208716,317
"1325","clothespin",5,9.97354034469925,317
"1326","clothespin",6,11.7416198400586,317
"1327","clothespin",7,13.8231391966777,317
"1328","clothespin",8,16.2736640986133,317
"1329","jar",1,4,318
"1330","jar",2,4.8760546168179,318
"1331","jar",3,5.94397715654779,318
"1332","jar",4,7.24578931411125,318
"1333","jar",5,8.8327161093905,318
"1334","jar",6,10.7672015410588,318
"1335","jar",7,13.1253656961222,318
"1336","jar",8,16,318
"1337","exhaust_pipe",1,7.838,319
"1338","exhaust_pipe",2,10.2433237246159,319
"1339","exhaust_pipe",3,13.3867926674252,319
"1340","exhaust_pipe",4,17.4949286714404,319
"1341","exhaust_pipe",5,22.8637685532825,319
"1342","exhaust_pipe",6,29.8801968430677,319
"1343","exhaust_pipe",7,39.0498251108431,319
"1344","exhaust_pipe",8,51.033426894616,319
"1345","station_wagon",1,6.379,320
"1346","station_wagon",2,7.33083481199326,320
"1347","station_wagon",3,8.42469651053963,320
"1348","station_wagon",4,9.6817774666785,320
"1349","station_wagon",5,11.1264322456026,320
"1350","station_wagon",6,12.7866494496547,320
"1351","station_wagon",7,14.6945939668104,320
"1352","station_wagon",8,16.8872301301144,320
"1353","cd_player",1,4.226,321
"1354","cd_player",2,5.11181328108072,321
"1355","cd_player",3,6.18330218188198,321
"1356","cd_player",4,7.47938623149071,321
"1357","cd_player",5,9.04714289457324,321
"1358","cd_player",6,10.9435175589954,321
"1359","cd_player",7,13.2373919545227,321
"1360","cd_player",8,16.0120861334595,321
"1361","taffy",1,4,322
"1362","taffy",2,4.8760546168179,322
"1363","taffy",3,5.94397715654779,322
"1364","taffy",4,7.24578931411125,322
"1365","taffy",5,8.8327161093905,322
"1366","taffy",6,10.7672015410588,322
"1367","taffy",7,13.1253656961222,322
"1368","taffy",8,16,322
"1369","statue",1,4.226,323
"1370","statue",2,5.11181328108072,323
"1371","statue",3,6.18330218188198,323
"1372","statue",4,7.47938623149071,323
"1373","statue",5,9.04714289457324,323
"1374","statue",6,10.9435175589954,323
"1375","statue",7,13.2373919545227,323
"1376","statue",8,16.0120861334595,323
"1377","centerpiece",1,4,324
"1378","centerpiece",2,4.8760546168179,324
"1379","centerpiece",3,5.94397715654779,324
"1380","centerpiece",4,7.24578931411125,324
"1381","centerpiece",5,8.8327161093905,324
"1382","centerpiece",6,10.7672015410588,324
"1383","centerpiece",7,13.1253656961222,324
"1384","centerpiece",8,16,324
"1385","pita",1,4,325
"1386","pita",2,4.8760546168179,325
"1387","pita",3,5.94397715654779,325
"1388","pita",4,7.24578931411125,325
"1389","pita",5,8.8327161093905,325
"1390","pita",6,10.7672015410588,325
"1391","pita",7,13.1253656961222,325
"1392","pita",8,16,325
"1393","poster",1,4,326
"1394","poster",2,4.8760546168179,326
"1395","poster",3,5.94397715654779,326
"1396","poster",4,7.24578931411125,326
"1397","poster",5,8.8327161093905,326
"1398","poster",6,10.7672015410588,326
"1399","poster",7,13.1253656961222,326
"1400","poster",8,16,326
"1401","earplug",1,4.226,327
"1402","earplug",2,5.11181328108072,327
"1403","earplug",3,6.18330218188198,327
"1404","earplug",4,7.47938623149071,327
"1405","earplug",5,9.04714289457324,327
"1406","earplug",6,10.9435175589954,327
"1407","earplug",7,13.2373919545227,327
"1408","earplug",8,16.0120861334595,327
"1409","bank",1,4,329
"1410","bank",2,4.8760546168179,329
"1411","bank",3,5.94397715654779,329
"1412","bank",4,7.24578931411125,329
"1413","bank",5,8.8327161093905,329
"1414","bank",6,10.7672015410588,329
"1415","bank",7,13.1253656961222,329
"1416","bank",8,16,329
"1417","typewriter",1,6.379,333
"1418","typewriter",2,7.33083481199326,333
"1419","typewriter",3,8.42469651053963,333
"1420","typewriter",4,9.6817774666785,333
"1421","typewriter",5,11.1264322456026,333
"1422","typewriter",6,12.7866494496547,333
"1423","typewriter",7,14.6945939668104,333
"1424","typewriter",8,16.8872301301144,333
"1425","soup",1,5.192,335
"1426","soup",2,6.19425995681484,335
"1427","soup",3,7.38999545697222,335
"1428","soup",4,8.81655488061761,335
"1429","soup",5,10.5184963124172,335
"1430","soup",6,12.5489792977485,335
"1431","soup",7,14.9714252625081,335
"1432","soup",8,17.861498459168,335
"1433","tree_trunk",1,4,339
"1434","tree_trunk",2,4.8760546168179,339
"1435","tree_trunk",3,5.94397715654779,339
"1436","tree_trunk",4,7.24578931411125,339
"1437","tree_trunk",5,8.8327161093905,339
"1438","tree_trunk",6,10.7672015410588,339
"1439","tree_trunk",7,13.1253656961222,339
"1440","tree_trunk",8,16,339
"1441","speedometer",1,4,340
"1442","speedometer",2,4.8760546168179,340
"1443","speedometer",3,5.94397715654779,340
"1444","speedometer",4,7.24578931411125,340
"1445","speedometer",5,8.8327161093905,340
"1446","speedometer",6,10.7672015410588,340
"1447","speedometer",7,13.1253656961222,340
"1448","speedometer",8,16,340
"1449","spatula",1,6.379,342
"1450","spatula",2,7.33083481199326,342
"1451","spatula",3,8.42469651053963,342
"1452","spatula",4,9.6817774666785,342
"1453","spatula",5,11.1264322456026,342
"1454","spatula",6,12.7866494496547,342
"1455","spatula",7,14.6945939668104,342
"1456","spatula",8,16.8872301301144,342
"1457","light_switch",1,4,343
"1458","light_switch",2,4.8760546168179,343
"1459","light_switch",3,5.94397715654779,343
"1460","light_switch",4,7.24578931411125,343
"1461","light_switch",5,8.8327161093905,343
"1462","light_switch",6,10.7672015410588,343
"1463","light_switch",7,13.1253656961222,343
"1464","light_switch",8,16,343
"1465","dumbbell",1,4,344
"1466","dumbbell",2,4.8760546168179,344
"1467","dumbbell",3,5.94397715654779,344
"1468","dumbbell",4,7.24578931411125,344
"1469","dumbbell",5,8.8327161093905,344
"1470","dumbbell",6,10.7672015410588,344
"1471","dumbbell",7,13.1253656961222,344
"1472","dumbbell",8,16,344
"1473","engine",1,4,348
"1474","engine",2,4.8760546168179,348
"1475","engine",3,5.94397715654779,348
"1476","engine",4,7.24578931411125,348
"1477","engine",5,8.8327161093905,348
"1478","engine",6,10.7672015410588,348
"1479","engine",7,13.1253656961222,348
